Name,Facility Type,AHCA Number (File Number),Phone Number,Licensed Beds,License ID,License Number,License Status,Closed Date,License Effective Date,License Expiration Date,Street Address,Street Address 2,Street City,Street Zip,Street State,Street County,Mailing Address,Mailing Address 2,Mailing City,Mailing State,Mailing Zip,Mailing County,Owner,Owner Since,Profit Status,Web Address,Admin/CEO
"ROYAL LIVING REST HOME,INC.",Assisted Living Facility,11964115,(786) 353-2971,14,3140,8886,LICENSED,,5/8/2025 12:00:00 AM,5/7/2027 12:00:00 AM,2926 SW 2 STREET,,MIAMI,33135,FL,Miami-Dade,2926 SW 2 STREET,,MIAMI,FL,33135,Miami-Dade,ROYAL LIVING REST HOME INC,8/7/2000 12:00:00 AM,For-Profit,,BARBARA PEREZ
ROYAL OAKS MANOR,Assisted Living Facility,11966016,(727) 776-6541,36,147657,10292,LICENSED,,2/8/2025 12:00:00 AM,2/7/2027 12:00:00 AM,1833 SEMINOLE BLVD,,LARGO,33778-1334,FL,Pinellas,2853 OAKRIDGE CT,,PALM HARBOR,FL,34685-2501,Pinellas,PSALM CHRONICLES INC,9/22/2006 12:00:00 AM,For-Profit,www.romalf.com,MARIE SIROCHMAN
ROYAL PALM ASSISTED LIVING LLC,Assisted Living Facility,11970944,(347) 385-2906,6,581205,14068,LICENSED,,1/15/2026 12:00:00 AM,1/14/2028 12:00:00 AM,3173 SW LETCHWORTH ST,,PORT SAINT LUCIE,34953,FL,St. Lucie,3173 SW LETCHWORTH ST,,PORT SAINT LUCIE,FL,34953,St. Lucie,ROYAL PALM ASSISTED LIVING LLC,11/15/2025 12:00:00 AM,For-Profit,,ANNMARIE CAMPBELL
ROYAL PALM SENIOR RESIDENCE,Assisted Living Facility,11912102,(954) 491-4041,34,1760,5944,IN REVIEW,,1/31/2024 12:00:00 AM,1/30/2026 12:00:00 AM,5121 NE 19TH AVENUE,,FORT LAUDERDALE,33308,FL,Broward,5121 NE 19TH AVENUE,,FORT LAUDERDALE,FL,33308,Broward,ROYAL PALM ALF LLC,1/31/2022 12:00:00 AM,For-Profit,www.royalpalmsr.com,MAURICE FORTOUL
"ROYAL PLACE ALF, INC",Assisted Living Facility,11943051,(305) 638-3594,14,2307,8449,LICENSED,,5/11/2024 12:00:00 AM,5/10/2026 12:00:00 AM,2905 NW 10TH AVE,,MIAMI,33127-3816,FL,Miami-Dade,2905 NW 10TH AVE,,MIAMI,FL,33127-3816,Miami-Dade,ROYAL PLACE ALF INC,5/11/2020 12:00:00 AM,For-Profit,,SIVIA MEDINA
ROYAL VISTA ASSISTED LIVING INC,Assisted Living Facility,11970027,(239) 710-2807,12,504581,13734,LICENSED,,8/16/2024 12:00:00 AM,8/15/2026 12:00:00 AM,4922/4924 JORDAN AVE S,,LEHIGH ACRES,33973,FL,Lee,4922 JORDAN AVE S,,LEHIGH ACRES,FL,33973,Lee,ROYAL VISTA ASSISTED LIVING INC,4/1/2022 12:00:00 AM,Not-For-Profit,https://www.royalvistaalf.com/,ROSEMOND JEANTY
ROYALTY FIRST LLC,Assisted Living Facility,11970029,(954) 861-7912,6,504939,13722,LICENSED,,7/8/2024 12:00:00 AM,7/7/2026 12:00:00 AM,1733 SE MARIANA RD,,PORT SAINT LUCIE,34952,FL,St. Lucie,1733 SE MARIANA RD,,PORT SAINT LUCIE,FL,34952,St. Lucie,ROYALTY FIRST LLC,4/25/2022 12:00:00 AM,For-Profit,www.royalty-first.com,SASHANA WILSON
ROYALTY FIRST TOO LLC,Assisted Living Facility,11970472,(954) 861-7912,6,549917,13911,LICENSED,,8/7/2024 12:00:00 AM,8/6/2026 12:00:00 AM,2341 SE GILLETTE AVE,,PORT SAINT LUCIE,34952,FL,St. Lucie,2341 SE GILLETTE AVE,,PORT SAINT LUCIE,FL,34952,St. Lucie,ROYALTY FIRST TOO LLC,5/3/2024 12:00:00 AM,For-Profit,,MIRIAM FARQUHARSON
RS RAINBOW HOME ALF CORP,Assisted Living Facility,11964520,(786) 262-7386,8,3479,9155,IN REVIEW,,12/1/2023 12:00:00 AM,11/30/2025 12:00:00 AM,1998 NE 178TH ST,,N MIAMI BEACH,33162-2208,FL,Miami-Dade,1998 NE 178TH ST,,N MIAMI BEACH,FL,33162-2208,Miami-Dade,RS RAINBOW HOME ALF CORP,12/1/2023 12:00:00 AM,For-Profit,,RACHEL R SADE
RS SHALOM HOME ALF #2,Assisted Living Facility,11969013,(954) 274-4277,8,384832,12854,LICENSED,,6/17/2024 12:00:00 AM,6/16/2026 12:00:00 AM,905 NE 10TH ST,,HALLANDALE BEACH,33009,FL,Broward,905 NE 10TH ST,,HALLANDALE BEACH,FL,33009,Broward,"LIVING BY FAITH, INC",4/11/2016 12:00:00 AM,For-Profit,www.livingbyfaithalf.com,RACHEL R SADE
RS SHALOM HOME ALF INC,Assisted Living Facility,11969320,(305) 974-2383,6,408392,13157,LICENSED,,5/2/2024 12:00:00 AM,5/1/2026 12:00:00 AM,2570 NE 215TH ST,,MIAMI,33180,FL,Miami-Dade,2570 NE 215TH ST,,MIAMI,FL,33180,Miami-Dade,RS SHALOM HOME ALF INC,11/2/2021 12:00:00 AM,For-Profit,,RACHEL R SADE
RUBY'S RESIDENTIAL CARE INC,Assisted Living Facility,11910074,(813) 237-1330,10,767,7616,LICENSED,,5/13/2024 12:00:00 AM,5/12/2026 12:00:00 AM,5906 NORTH 32ND STREET,,TAMPA,33610,FL,Hillsborough,5906 NORTH 32ND STREET,,TAMPA,FL,33610,Hillsborough,RUBY'S RESIDENTIAL CARE INC.,1/30/2002 12:00:00 AM,For-Profit,,ANITA PIERCE
RULEME PLACE,Assisted Living Facility,11911115,(352) 357-1990,40,1342,7151,LICENSED,,7/30/2025 12:00:00 AM,7/29/2027 12:00:00 AM,2808 RULEME ST,,EUSTIS,32726-6527,FL,Lake,10150 HIGHLAND MANOR DRIVE,SUITE 300,TAMPA,FL,33610,Hillsborough,RULEME PLACE LLC,2/4/2003 12:00:00 AM,For-Profit,,LOREN MCCUTCHEN
RUSTIC RETREAT,Assisted Living Facility,11911165,(561) 737-5887,30,1374,5852,LICENSED,,7/23/2024 12:00:00 AM,7/22/2026 12:00:00 AM,1120 N FEDERAL HWY,,BOYNTON BEACH,33435-3229,FL,Palm Beach,2623 LAKE DR N,,BOYNTON BEACH,FL,33435-2416,Palm Beach,"JFT OF THE PALM BEACHES, INC.",3/6/2000 12:00:00 AM,For-Profit,,KATHLEEN R. SANABRIA
"S & B KINGDOM CARE, LLC",Assisted Living Facility,11968401,(386) 313-5988,6,340403,12302,LICENSED,,3/11/2025 12:00:00 AM,3/10/2027 12:00:00 AM,53 RIVIERE LN,,PALM COAST,32164,FL,Flagler,53 RIVIERE LN,,PALM COAST,FL,32164,Flagler,S&B KINGDOM CARE LLC,9/14/2012 12:00:00 AM,For-Profit,,PATRICE EBONY NOTICE
S & L LOVING CARE,Assisted Living Facility,11968550,(561) 628-8075,6,351419,12437,PROVISIONAL,,2/1/2026 12:00:00 AM,7/31/2026 12:00:00 AM,3871 SW RAMSPECK ST,,PORT ST LUCIE,34953-5381,FL,St. Lucie,3871 SW RAMSPECK ST,,PORT SAINT LUCIE,FL,34953,St. Lucie,S & S FAMILY LOVING CARE LLC,8/28/2024 12:00:00 AM,For-Profit,http://www.kandllovingcare.com,SHEILA RAYMOND
S & M ASSISTED LIVING FACILITY LLC,Assisted Living Facility,11969549,(305) 744-3871,8,433632,13357,IN REVIEW,,2/2/2024 12:00:00 AM,2/1/2026 12:00:00 AM,9950 NW 24TH AVE,,MIAMI,33147,FL,Miami-Dade,9950 NW 24TH AVE,,MIAMI,FL,33147-2160,Miami-Dade,S & M ASSISTED LIVING FACILITY LLC,6/3/2019 12:00:00 AM,Not-For-Profit,NONE,MARIE M. TULYSSE
S & S SENIOR CARE LLC,Assisted Living Facility,11969465,(786) 512-2474,6,421721,13264,LICENSED,,4/22/2025 12:00:00 AM,4/21/2027 12:00:00 AM,10601 SW 142ND AVE,,MIAMI,33186,FL,Miami-Dade,10601 SW 142ND AVE,,MIAMI,FL,33186,Miami-Dade,S & S SENIOR CARE LLC,1/22/2019 12:00:00 AM,For-Profit,,RUBEL VALLADARES
"S&L LOVING CARE, LLC",Assisted Living Facility,11969086,(561) 530-4432,5,389633,12920,LICENSED,,3/26/2025 12:00:00 AM,4/4/2026 12:00:00 AM,3150 WINDWARD LN,,LAKE WORTH,33462,FL,Palm Beach,3150 WINDWARD LN,,LAKE WORTH,FL,33462,Palm Beach,"S&L LOVING CARE, LLC",12/8/2023 12:00:00 AM,For-Profit,,SHEILA RAYMOND
"SABRENA'S RETIREMENT RESORT 2, INC",Assisted Living Facility,11965758,(407) 296-9349,6,4643,10088,LICENSED,,12/4/2025 12:00:00 AM,12/3/2027 12:00:00 AM,2528 WOODHAVEN COURT,,ORLANDO,32818,FL,Orange,2528 WOODHAVEN COURT,,ORLANDO,FL,32818,Orange,SABRENA'S RETIREMENT RESORT 2 INC,6/19/2014 12:00:00 AM,For-Profit,,HARRIETT SABRENA SUKHOO
"SABRENA'S RETIREMENT RESORT 4, INC",Assisted Living Facility,11966479,(407) 299-4290,6,195696,10663,LICENSED,,12/7/2025 12:00:00 AM,12/6/2027 12:00:00 AM,7000 HIAWASSEE OAK DR,,ORLANDO,32818,FL,Orange,7000 HIAWASSEE OAK DR,,ORLANDO,FL,32818,Orange,SABRENA'S RETIREMENT RESORT 4 INC,6/19/2014 12:00:00 AM,For-Profit,,HARRIETT SABRENA SUKHOO
"SABRENA'S RETIREMENT RESORT, INC",Assisted Living Facility,11964675,(407) 578-4453,6,3611,9174,LICENSED,,12/3/2025 12:00:00 AM,12/2/2027 12:00:00 AM,2325 NORTH HASTINGS STREET,,ORLANDO,32808,FL,Orange,2325 NORTH HASTINGS STREET,,ORLANDO,FL,32808,Orange,"SABRENA'S RETIREMENT RESORT, INC",6/19/2014 12:00:00 AM,For-Profit,,HARRIETT SABRENA SUKHOO
SAEJCA'S CASTLE LLC,Assisted Living Facility,11967166,(954) 450-5506,6,251778,11207,IN REVIEW,,1/16/2024 12:00:00 AM,1/15/2026 12:00:00 AM,13393 SW 32ND STREET,,MIRAMAR,33027,FL,Broward,1340 NE 179TH ST,,N MIAMI BEACH,FL,33162-1316,Miami-Dade,SAEJCA'S CASTLE LLC,12/3/2007 12:00:00 AM,For-Profit,www.saejcascastle.com,EVELYNE LAURE FONTAINE
SAEJCA'S CASTLE LLC II,Assisted Living Facility,11969215,(305) 974-4511,6,400509,13046,IN REVIEW,,11/19/2023 12:00:00 AM,11/18/2025 12:00:00 AM,761 NW 203 ST,,MIAMI,33169,FL,Miami-Dade,1340 NE 179 ST,,NORTH MIAMI BEACH,FL,33162,Miami-Dade,SAEJCA'S CASTLE LLC,5/10/2017 12:00:00 AM,For-Profit,www.saejcascastle.com,EVELYNE LAURE FONTAINE
"SAFE AND SECURE RESPITE CARE, LLC",Assisted Living Facility,11965627,(850) 398-5207,8,4514,9977,LICENSED,,5/10/2025 12:00:00 AM,5/9/2027 12:00:00 AM,3091 SKYLINE DRIVE,,CRESTVIEW,32539,FL,Okaloosa,3091 SKYLINE DRIVE,,CRESTVIEW,FL,32539,Okaloosa,SAFE AND SECURE RESPITE CARE LLC,1/1/2013 12:00:00 AM,For-Profit,www.caringtonmanor.com,MELANIE I STRICKLAND
SAFE FAITH PARADISE ALF LLC,Assisted Living Facility,11969153,(407) 518-1930,6,395566,12988,LICENSED,,6/21/2025 12:00:00 AM,6/20/2027 12:00:00 AM,541 BRENTFORD CT,,KISSIMMEE,34758,FL,Osceola,541 BRENTFORD CT,,KISSIMMEE,FL,34758,Osceola,"SAFE FAITH PARADISE ALF, LLC",12/29/2016 12:00:00 AM,For-Profit,,JOSETTE ALTIDOR
SAFE HARBOR,Assisted Living Facility,11968159,(727) 623-9073,20,324028,12103,IN REVIEW,,2/22/2024 12:00:00 AM,2/21/2026 12:00:00 AM,9000 86 AVENUE N,,SEMINOLE,33777,FL,Pinellas,5901 US HIGHWAY 19,STE 7,NEW PRT RCHY,FL,34652-2940,Pasco,SEMINOLE SENIOR LIVING LLC,11/15/2015 12:00:00 AM,For-Profit,,COLLEEN DAVIS
SAFE HARBOR AMORE,Assisted Living Facility,11970821,,6,572685,14042,LICENSED,,10/9/2025 12:00:00 AM,10/8/2027 12:00:00 AM,7364 LAGOON RD,,SPRING HILL,34606,FL,Hernando,7364 LAGOON RD,,SPRING HILL,FL,34606,Hernando,"Safe Harbor Amore, LLC",1/1/2025 12:00:00 AM,For-Profit,,TINA CASH
SAFE HARBOR ASSISTED LIVING RESORT,Assisted Living Facility,11965179,(954) 681-0590,35,4089,9568,LICENSED,,4/13/2024 12:00:00 AM,4/12/2026 12:00:00 AM,1320 SW 26TH STREET,,FORT LAUDERDALE,33315,FL,Broward,1320 SW 26TH STREET,,FORT LAUDERDALE,FL,33315,Broward,MAJESTIC CARE MARINA MILE LLC,2/12/2016 12:00:00 AM,For-Profit,,NAZIA HUSSAIN
SAGRADO CORAZON ALF CORP,Assisted Living Facility,11969516,(786) 332-2553,6,429004,13309,LICENSED,,10/6/2025 12:00:00 AM,10/5/2027 12:00:00 AM,4051 SW 95 AVE,,MIAMI,33165,FL,Miami-Dade,4051 SW 95 AVE,,MIAMI,FL,33165,Miami-Dade,SAGRADO CORAZON ALF CORP,3/4/2019 12:00:00 AM,For-Profit,,ESTELA FRUTOS
SAINT JOHNS ALF LLC,Assisted Living Facility,11969812,(786) 353-2739,6,463708,13562,LICENSED,,2/19/2025 12:00:00 AM,2/18/2027 12:00:00 AM,7580 SW 30TH TERR,,MIAMI,33155,FL,Miami-Dade,7580 SW 30TH TERR,,MIAMI,FL,33155,Miami-Dade,SAINT JOHNS ALF LLC,2/19/2021 12:00:00 AM,For-Profit,,YOAN HERNANDEZ GOMEZ
"SAINT JOSEPH ASSISTED LIVING FACILITY, INC",Assisted Living Facility,11968203,(813) 374-5307,6,327190,12112,LICENSED,,12/22/2025 12:00:00 AM,12/21/2027 12:00:00 AM,7615 BARRY RD,,TAMPA,33615-2406,FL,Hillsborough,7615 BARRY RD,,TAMPA,FL,33615-2406,Hillsborough,"SAINT JOSEPH ASSISTED LIVING FACILITY, INC.",10/26/2011 12:00:00 AM,For-Profit,,SWAMY BRITO-FERNANDEZ
SAINT JUDE ADULT CARE CORP.,Assisted Living Facility,11910419,(305) 226-2915,6,976,6611,LICENSED,,2/8/2025 12:00:00 AM,2/7/2027 12:00:00 AM,9981 SW 48 STREET,,MIAMI,33165,FL,Miami-Dade,9981 SW 48 STREET,,MIAMI,FL,33165,Miami-Dade,"SAINT JUDE ADULT CARE, CORP.",12/18/2002 12:00:00 AM,For-Profit,,LUCIA LEON
SAINT LAZARUS ASSISTED LIVING INC,Assisted Living Facility,11967642,(305) 492-0851,6,287677,11688,LICENSED,,2/1/2026 12:00:00 AM,1/31/2028 12:00:00 AM,5209 LANDSMAN AVE,,TAMPA,33625-3344,FL,Hillsborough,5209 LANDSMAN AVE,,TAMPA,FL,33625-3344,Hillsborough,SAINT LAZARUS ASSISTED LIVING INC,6/15/2009 12:00:00 AM,For-Profit,,MABEL HERRERA-GARCIA
SALMO 23 ELDER CARE,Assisted Living Facility,11964394,(305) 863-9623,24,3360,8904,IN REVIEW,,6/25/2023 12:00:00 AM,6/24/2025 12:00:00 AM,277 E 4 ST,,HIALEAH,33010,FL,Miami-Dade,277 E 4 ST,,HIALEAH,FL,33010,Miami-Dade,SALMO 23 ELDER CARE INC,3/7/2003 12:00:00 AM,For-Profit,www.alfsalmo23.com,ANIUKA PEREZ
SALMO 23 III LLC,Assisted Living Facility,11969622,(305) 614-0268,98,441109,13392,LICENSED,,4/8/2024 12:00:00 AM,4/7/2026 12:00:00 AM,808 WEST 1 AVENUE,,HIALEAH,33010,FL,Miami-Dade,808 WEST 1 AVENUE,,HIALEAH,FL,33010,Miami-Dade,SALMO 23 III LLC,1/8/2020 12:00:00 AM,For-Profit,,GRETIS RODRIGUEZ
SALMOS 23 #4 LLC,Assisted Living Facility,11910951,(305) 888-0779,76,1250,7170,LICENSED,,3/15/2025 12:00:00 AM,3/14/2027 12:00:00 AM,70 EAST 21ST STREET,,HIALEAH,33010,FL,Miami-Dade,240 E 5TH ST,,HIALEAH,FL,33010-4822,Miami-Dade,"SALMOS 23 #4, LLC",12/20/2018 12:00:00 AM,For-Profit,,ANIUKA PEREZ
SALMOS 23 #6 LLC,Assisted Living Facility,11964283,(305) 887-0808,87,3256,9109,LICENSED,,12/20/2024 12:00:00 AM,12/19/2026 12:00:00 AM,68 WEST 7 STREET,,HIALEAH,33010,FL,Miami-Dade,68 WEST 7 STREET,,HIALEAH,FL,33010,Miami-Dade,SALMOS 23 #6 LLC,12/20/2022 12:00:00 AM,For-Profit,,YAMELI PENATE
SALMOS 23 NO. 7 LLC,Assisted Living Facility,11963860,(305) 624-4901,65,2935,8744,IN LITIGATION,,2/2/2026 12:00:00 AM,8/18/2025 12:00:00 AM,1864 NW 175TH ST,,MIAMI GARDENS,33056-4840,FL,Miami-Dade,1864 NW 175TH ST,,MIAMI GARDENS,FL,33056-4840,Miami-Dade,SALMOS 23 NO. 7 LLC,8/19/2024 12:00:00 AM,For-Profit,colonialalf.com,VALENTINA AYALA
"SALMOS 23 NO. 8, LLC",Assisted Living Facility,11910722,(954) 484-1960,128,1129,7249,LICENSED,,8/21/2025 12:00:00 AM,8/20/2026 12:00:00 AM,2801 NW 55 AVENUE,,LAUDERHILL,33313,FL,Broward,2801 NW 55 AVENUE,,LAUDERHILL,FL,33313,Broward,"Salmos 23 No. 8, LLC",8/21/2024 12:00:00 AM,For-Profit,,GEYSELL HERNANDEZ
SALMOS 23 V LLC,Assisted Living Facility,11910961,(305) 887-4965,67,1258,6033,LICENSED,,1/30/2025 12:00:00 AM,1/29/2027 12:00:00 AM,240 EAST 5  STREET,,HIALEAH,33010,FL,Miami-Dade,240 EAST 5  STREET,,HIALEAH,FL,33010,Miami-Dade,SALMOS 23 V LLC,8/29/2018 12:00:00 AM,For-Profit,,YANAIZA ACUNA
SALTERRA SENIOR LIVING AT DUNEDIN,Assisted Living Facility,11910770,(727) 734-4696,140,1152,5404,LICENSED,,3/19/2025 12:00:00 AM,3/18/2027 12:00:00 AM,880 PATRICIA AVENUE,,DUNEDIN,34698,FL,Pinellas,880 PATRICIA AVE,,CLEARWATER,FL,34968,Pinellas,"INSPIRED SENIOR LIVING OF DUNEDIN MT, LLC",9/14/2022 12:00:00 AM,For-Profit,www.thelakesofdunedin.com,RUBYE L. RAMOS
SALTERRA SENIOR LIVING AT FORT MYERS,Assisted Living Facility,11968919,(239) 349-9516,145,376821,12800,LICENSED,,12/6/2024 12:00:00 AM,12/5/2026 12:00:00 AM,3501 HANCOCK BRIDGE PARKWAY NORTH,,FORT MYERS,33903,FL,Lee,3501 HANCOCK BRIDGE PARKWAY NORTH,,FORT MYERS,FL,33903,Lee,INSPIRED SENIOR LIVING OF FORT MYERS MT LLC,11/16/2022 12:00:00 AM,For-Profit,https://www.volanteseniorliving.com/fort-myers/,SARA HORNE
SALTERRA SENIOR LIVING AT LARGO,Assisted Living Facility,11910247,(727) 472-9569,143,865,7301,LICENSED,,10/26/2024 12:00:00 AM,10/25/2026 12:00:00 AM,750 STARKEY ROAD,,LARGO,33771,FL,Pinellas,7047 E GREENWAY PKWY,STE 300,SCOTTSDALE,AZ,85254,,"INSPIRED SENIOR LIVING OF LARGO MT, LLC",10/6/2022 12:00:00 AM,For-Profit,http://www.largoseniorliving.com/,DALTON HULL
SALTERRA SENIOR LIVING AT MELBOURNE,Assisted Living Facility,11968003,(321) 294-6680,165,313818,11991,LICENSED,,7/1/2025 12:00:00 AM,10/26/2026 12:00:00 AM,964 S HARBOR CITY BLVD,,MELBOURNE,32901,FL,Brevard,7047 E GREENWAY PARKWAY,SUITE 300,SCOTTSDALE,AZ,85254-8116,,"Inspired Senior Living of Melbourne MT, LLC",12/26/2022 12:00:00 AM,For-Profit,http://www.grandvillamelbourne.com,AMBER SILVERTHORN
SALTERRA SENIOR LIVING AT PINELLAS PARK,Assisted Living Facility,11942962,(727) 546-4053,132,2240,5487,LICENSED,,9/28/2024 12:00:00 AM,9/27/2026 12:00:00 AM,8980 49TH STREET N,,PINELLAS PARK,33782,FL,Pinellas,3600 34TH ST S,,SAINT PETERSBURG,FL,33711,Pinellas,"INSPIRED SENIOR LIVING OF PINELLAS PARK MT, LLC",9/23/2022 12:00:00 AM,For-Profit,http://www.grandvillapinellaspark.com,JACK G. GOODWYN
SALTERRA SENIOR LIVING AT ST. PETERSBURG,Assisted Living Facility,11968698,(727) 350-5830,192,362161,12561,INACTIVE,,9/24/2025 12:00:00 AM,5/31/2027 12:00:00 AM,3600 34TH ST S,,SAINT PETERSBURG,33711,FL,Pinellas,3600 34TH STREET SOUTH,,SAINT PETERSBURG,FL,33711,Pinellas,"Inspired Senior Living of St. Petersburg MT, LLC",6/1/2023 12:00:00 AM,For-Profit,http://www.grandvillastpete.com,JACK G. GOODWYN
"SAN CAYETANO HOME, INC.",Assisted Living Facility,11963880,(786) 359-4613,6,2955,8859,LICENSED,,4/14/2025 12:00:00 AM,4/13/2027 12:00:00 AM,3525 SW 104 COURT,,MIAMI,33165,FL,Miami-Dade,3525 SW 104 COURT,,MIAMI,FL,33165,Miami-Dade,"SAN CAYETANO HOME, INC.",11/16/1996 12:00:00 AM,For-Profit,,ISABEL ORDAZ
"SAN JEAN FACILITY CARE, INC",Assisted Living Facility,11967551,(407) 704-8857,54,281674,11563,LICENSED,,1/8/2025 12:00:00 AM,1/7/2027 12:00:00 AM,815 24TH ST,,ORLANDO,32805,FL,Orange,815 24TH ST,,ORLANDO,FL,32805,Orange,SAN JEAN FACILITY CARE INC,3/4/2009 12:00:00 AM,For-Profit,sanjeanalf.com,LOUIS JEAN ISAAC
SAN JOSE ALF INC,Assisted Living Facility,11969038,(813) 850-7122,6,386194,12874,LICENSED,,11/9/2025 12:00:00 AM,11/8/2027 12:00:00 AM,8111 N OLA AVE,,TAMPA,33604,FL,Hillsborough,8111 N OLA AVE,,TAMPA,FL,33604,Hillsborough,SAN JOSE ALF INC,8/11/2017 12:00:00 AM,For-Profit,,DAILY PENA PORRAS
SAN JOSE GARDENS ALZHEIMER'S SPECIAL CARE CENTER,Assisted Living Facility,11968993,(904) 739-3500,64,383591,12829,LICENSED,,5/9/2024 12:00:00 AM,5/8/2026 12:00:00 AM,3760 DUPONT AVE,,JACKSONVILLE,32217,FL,Duval,3760 DUPONT AVE,,JACKSONVILLE,FL,32217,Duval,ARBOR TERRACE SAN JOSE LLC,3/1/2016 12:00:00 AM,For-Profit,https://gardensmemorycare.com/san-jose-gardens/,GWEN WUNDER
"SAN JUDAS ALF GROUP, INC.",Assisted Living Facility,11967052,(786) 548-5893,6,243191,11145,IN LITIGATION,,1/29/2026 12:00:00 AM,11/29/2025 12:00:00 AM,8275 SW 47 TERRACE,,MIAMI,33155,FL,Miami-Dade,8275 SW 47 TERRACE,,MIAMI,FL,33155,Miami-Dade,SAN JUDAS ALF GROUP INC,9/1/2011 12:00:00 AM,For-Profit,,BARBARA ALMIROLA
SAN JUDAS HOME CARE CORP.,Assisted Living Facility,11965771,(305) 796-1118,6,4656,10118,IN REVIEW,,3/17/2024 12:00:00 AM,3/16/2026 12:00:00 AM,10720 NW 5 AVENUE,,MIAMI,33168,FL,Miami-Dade,10720 NW 5 AVENUE,,MIAMI,FL,33168,Miami-Dade,SAN JUDAS HOME CARE CORPORATION,12/15/2003 12:00:00 AM,For-Profit,,ADILAIDIS LOYOLA
SAN JUDAS HOME CARE II CORP,Assisted Living Facility,11967570,(786) 222-5469,6,282700,11609,LICENSED,,9/21/2025 12:00:00 AM,9/20/2027 12:00:00 AM,550 NW 116TH TER,,MIAMI,33168-3432,FL,Miami-Dade,550 NW 116TH TER,,MIAMI,FL,33168-3432,Miami-Dade,"SAN JUDAS HOME CARE II, CORP",3/23/2009 12:00:00 AM,For-Profit,,GRECIA CEDENO
"SAN JUDAS HOME CARE III, CORP",Assisted Living Facility,11968400,(786) 222-5469,6,340374,12298,LICENSED,,3/7/2025 12:00:00 AM,3/6/2027 12:00:00 AM,251 NW 108TH ST,,MIAMI,33168,FL,Miami-Dade,251 NW 108TH ST,,MIAMI,FL,33168,Miami-Dade,"SAN JUDAS HOME CARE III, CORP",9/17/2012 12:00:00 AM,For-Profit,,GRECIA PURI
SAN JUDAS HOME FOR ELDERLY,Assisted Living Facility,11965995,(305) 828-3003,6,146576,10261,LICENSED,,5/11/2025 12:00:00 AM,5/10/2027 12:00:00 AM,14602 NW 87 COURT,,HIALEAH,33018,FL,Miami-Dade,14602 NW 87 COURT,,HIALEAH,FL,33018,Miami-Dade,"SAN JUDAS HOME FOR THE ELDERLY, INC",2/10/2003 12:00:00 AM,For-Profit,,GIANCARLO SANTOS
SAN JUDAS LOVE & CARE,Assisted Living Facility,11966210,(305) 828-2003,6,167879,10450,LICENSED,,4/13/2024 12:00:00 AM,4/12/2026 12:00:00 AM,17715 NW 87TH CT,,HIALEAH,33018-6604,FL,Miami-Dade,17715 NW 87TH CT,,HIALEAH,FL,33018-6604,Miami-Dade,"SAN JUDAS LOVE & CARE, INC",2/18/2004 12:00:00 AM,For-Profit,,MARITZA POUZA
SAN LAZARO ALF CORP,Assisted Living Facility,11953621,(305) 634-2395,12,2734,8671,LICENSED,,9/10/2024 12:00:00 AM,9/9/2026 12:00:00 AM,1984 NW 22 PLACE,,MIAMI,33125,FL,Miami-Dade,1984 NW 22 PLACE,,MIAMI,FL,33125,Miami-Dade,SAN LAZARO ALF CORP,6/12/2014 12:00:00 AM,For-Profit,,JORGE LOPEZ
SAN MIGUEL HOME CARE INC,Assisted Living Facility,11966193,(305) 558-8769,6,165237,10426,IN REVIEW,,3/3/2024 12:00:00 AM,3/2/2026 12:00:00 AM,3931 WEST 8 AVENUE,,HIALEAH,33012,FL,Miami-Dade,3931 WEST 8 AVENUE,,HIALEAH,FL,33012,Miami-Dade,SAN MIGUEL HOME CARE INC.,1/12/2004 12:00:00 AM,For-Profit,,DAMARIS GONZALEZ
SANCERRE AT ORANGE CITY,Assisted Living Facility,11969669,(386) 968-6222,99,444730,13414,LICENSED,,5/18/2024 12:00:00 AM,5/17/2026 12:00:00 AM,1101 PARC HILL BLVD,,ORANGE CITY,32763,FL,Volusia,1101 PARC HILL BLVD,,ORANGE CITY,FL,32763,Volusia,NXC ORANGE CITY OPERATOR LLC,1/15/2020 12:00:00 AM,For-Profit,SancerreatOrangeCity.com,MICHELLE GRAY
SANCERRE AT PALM COAST,Assisted Living Facility,11969938,(386) 387-7758,116,492950,13694,IN REVIEW,,3/7/2024 12:00:00 AM,3/6/2026 12:00:00 AM,144 CYPRESS POINT PKWY,,PALM COAST,32164,FL,Flagler,144 CYPRESS POINT PKWY,,PALM COAST,FL,32164,Flagler,NXC PALM COAST OPERATOR LLC,11/19/2021 12:00:00 AM,For-Profit,www.eslliving.com,DANNY WEESE
SANCTUARY BY STRIVE - BEAR LAKE,Assisted Living Facility,11969982,(407) 745-5887,15,499272,13704,LICENSED,,4/13/2024 12:00:00 AM,4/12/2026 12:00:00 AM,5030 CUB LAKE DR,,APOPKA,32703,FL,Orange,496 S HUNT CLUB BLVD,,APOPKA,FL,32703,Orange,"SSL BEAR LAKE OPERATING, LLC",6/13/2019 12:00:00 AM,For-Profit,Sanctuary by Strive - Bear Lake,CARRIE M VICK
