"File Number","Facility","Type","Street Address","City","Zip","Phone Number","Licensed Beds"
"11968024","THE VILLAGES SENIOR LIVING","Assisted Living Facility","3479 54TH AVENUE N.","SAINT PETERSBURG","33714","(727) 685-0440","115"
"11968029","BEEHIVE HOMES OF NICEVILLE","Assisted Living Facility","4268 IDA COON CIR","NICEVILLE","32578-4543","(850) 897-1462","16"
"11968030","VILLA MARGO VIII INC","Assisted Living Facility","2256 SW 16TH AVE","MIAMI","33145-3926","(305) 992-8858","14"
"11968031","VILLA ROSE ASSISTED LIVING INC","Assisted Living Facility","4231 SW 58TH AVE","MIAMI","33155","(305) 968-3932","7"
"11968036","DORA ASSISTED LIVING FACILITY, INC.","Assisted Living Facility","7009 JEAN CT","TAMPA","33634","(813) 252-9206","6"
"11968039","VERANDA CLUB ASSISTED LIVING, THE","Assisted Living Facility","6061 PALMETTO CIR N","BOCA RATON","33433-3602","(561) 368-2122","105"
"11968040","MARLA GROVE ALF INC","Assisted Living Facility","3705 SW 1ST AVE","MIAMI","33145-3909","(305) 250-5647","14"
"11968041","TROY & GREG CORP","Assisted Living Facility","12260 SW 184 STREET","MIAMI","33177","(786) 429-3358","6"
"11968042","FIRST CHOICE COMFORT CARE 2 LLC","Assisted Living Facility","1660 NW 135TH ST","NORTH MIAMI","33167-1608","(786) 534-8708","14"
"11968049","GRACE MANOR SUITES LLC","Assisted Living Facility","4620 N SOCRUM LOOP","LAKELAND","33809-4203","(863) 577-0977","77"
"11968053","GOLDEN HOUSE SENIOR LIVING #1","Assisted Living Facility","3991 CR 210 WEST","ST. JOHNS","32259","(904) 874-7165","10"
"11968055","LUXE SENIOR LIVING AT WELLINGTON","Assisted Living Facility","10334 NU VISTA AVE","WELLINGTON","33414-9380","(561) 598-5472","54"
"11968060","EASTSIDE ACTIVE LIVING","Assisted Living Facility","1600 TAFT ST","HOLLYWOOD","33020","(954) 362-3487","90"
"11968063","MOORE CARE ASSISTED LIVING FACILITY, LLC","Assisted Living Facility","1291 W 32ND ST","RIVIERA BEACH","33404-3559","(561) 840-1627","10"
"11968064","EL OASIS ALF, INC","Assisted Living Facility","6612 NORTH HALE AVENUE","TAMPA","33614","(813) 402-2127","6"
"11968089","TLC FAMILY CARE HOME INC","Assisted Living Facility","34017 S HAINES CREEK RD","LEESBURG","34788-4317","(352) 343-0433","6"
"11968090","PARK PLACE ASSISTED LIVING INC","Assisted Living Facility","8200 SW 43RD TER","MIAMI","33155-4217","(305) 972-0375","6"
"11968092","VANGELA'S ALF CORP","Assisted Living Facility","789 NW 145TH TERRACE","MIAMI","33168","(786) 356-0120","6"
"11968096","HACIENDA ALF SERVICES LLC","Assisted Living Facility","1510 E PALM AVE","TAMPA","33605-3715","(813) 816-8019","36"
"11968099","CUTLER BAY VILLAGE ALF","Assisted Living Facility","10425 SW 212TH ST","CUTLER BAY","33189-3095","(305) 992-7672","47"
"11968102","EBENEZER FAMILY HOME II, INC","Assisted Living Facility","1024 SW 11TH ST","MIAMI","33129-1817","(305) 857-9425","6"
"11968105","NUESTRA CASA II INC","Assisted Living Facility","2832 GIULIANO AVE","LAKE WORTH","33461-3725","(561) 899-3815","8"
"11968111","HAMPTON'S LUXURY VILLAS INC","Assisted Living Facility","10695 HAMPTON ROAD","JACKSONVILLE","32257","(904) 232-8575","6"
"11968113","JACKIES RETIREMENT ASSISTED LIVING FACILITY","Assisted Living Facility","1144 SATURN ST SE","PALM BAY","32909-9230","(321) 420-3916","6"
"11968118","MI BELLO HOGAR LIVING FACILITY","Assisted Living Facility","3406 W CARACAS ST","TAMPA","33614","(813) 455-6536","6"
"11968119","THE TERRACE AT IVEY ACRES","Assisted Living Facility","3964 FLORIDA AVE","JAY","32565","(850) 675-4000","70"
"11968124","TWO SISTERS TENDER CARE LLC","Assisted Living Facility","4521 NW 6TH ST","MIAMI","33126","(786) 663-0044","14"
"11968125","GARDEN OF ROSES","Assisted Living Facility","3629 SE 2ND ST","BOYNTON BEACH","33435","(954) 682-1783","6"
"11968127","SARA'S HOUSE, INC.","Assisted Living Facility","1567 NE 46TH ST","OAKLAND PARK","33334-4255","(954) 533-4746","7"
"11968135","TRANQUILITYVILLA INC","Assisted Living Facility","9637 APACHE BLVD","WEST PALM BEACH","33412-1735","(561) 784-5837","5"
"11968137","ELDERLY HOME PARADISE LLC","Assisted Living Facility","140 OAXACA  LN","KISSIMMEE","34743","(407) 350-5904","8"
"11968147","EL PINAR ASSISTED LIVING FACILITY INC","Assisted Living Facility","3082 EGREMONT DR","WEST PALM BEACH","33406-5025","(561) 968-7444","14"
"11968151","ANNIE'S ALF AT MAGNOLIA MANOR LLC","Assisted Living Facility","17420 OLD TOBACCO RD","LUTZ","33558-4979","(813) 918-0588","53"
"11968156","PEREGON LLC","Assisted Living Facility","8064 SW 133 CT","MIAMI","33183","(305) 400-2026","6"
"11968157","SERENADES BY SONATA","Assisted Living Facility","425 S RONALD REAGAN BLVD","LONGWOOD","32750","(407) 951-6450","57"
"11968158","AT HOME CARE ASSISTED LIVING FACILITY INC","Assisted Living Facility","42042 CHINABERRY STREET","EUSTIS","32736","(407) 948-0723","6"
"11968159","SAFE HARBOR","Assisted Living Facility","9000 86 AVENUE N","SEMINOLE","33777","(727) 623-9073","20"
"11968160","ARVIS SENIOR CARE CORPORATION","Assisted Living Facility","43 NW 136TH PL","MIAMI","33182-1937","(786) 543-3467","6"
"11968162","MARRYSHOW HOUSE","Assisted Living Facility","2141 NW 63RD AVENUE","SUNRISE","33313","(954) 234-2364","6"
"11968169","SENIOR PARADISE LLC","Assisted Living Facility","3650 SW VICEROY ST","PORT SAINT LUCIE","34953","(772) 722-0477","5"
"11968170","SUNSET HARBOR ASSISTED LIVING","Assisted Living Facility","522 DORIC CT","TARPON SPRINGS","34689-2526","(727) 940-4781","14"
"11968171","J & K ASSISTED LIVING, INC","Assisted Living Facility","133 LEHIGH AVE SE","PALM BAY","32909","(321) 704-0053","5"
"11968173","CASA SANTA MARTHA ALF INC","Assisted Living Facility","1917 W MOHAWK AVE","TAMPA","33603","(813) 392-1409","6"
"11968177","YOUR HOUSE ALF 2","Assisted Living Facility","5816 N GRADY AVE","TAMPA","33614","(813) 374-5596","6"
"11968184","LIVE WELL HOME ALF INC","Assisted Living Facility","8886 NW 119TH ST","HIALEAH","33018-1986","(786) 360-4455","6"
"11968185","HAVENCREST ALF OF PALM BEACH","Assisted Living Facility","2880 NW 25TH WAY","BOCA RATON","33434","(561) 756-9217","6"
"11968188","VILLA LA ESPERANZA III LLC","Assisted Living Facility","8814 SLEEPY CREEK CT","TAMPA","33634-1128","(813) 679-5894","6"
"11968198","TANIA HOME HEALTH ALF INC","Assisted Living Facility","14255 SW 148TH CT","MIAMI","33196","(786) 732-4508","6"
"11968199","SOL NACIENTE HOME INC","Assisted Living Facility","9010 SW 17TH TER","MIAMI","33165","(305) 226-4017","6"
"11968203","SAINT JOSEPH ASSISTED LIVING FACILITY, INC","Assisted Living Facility","7615 BARRY RD","TAMPA","33615-2406","(813) 374-5307","6"
"11968209","THE ELITE MANOR, INC","Assisted Living Facility","22022 MARTELLA AVE","BOCA RATON","33433","(954) 839-4791","6"
"11968211","ROSIE'S MANOR ALF","Assisted Living Facility","1910 SE RAINIER RD","PORT SAINT LUCIE","34952","(772) 337-4321","5"
"11968215","KINGS HOUSE II","Assisted Living Facility","8356 JUSTIN RD SOUTH","JACKSONVILLE","32210","(904) 894-6828","5"
"11968216","ELLA'S PLACE ASSISTED LIVING INC","Assisted Living Facility","313 DOLPHIN WAY","KISSIMMEE","34759","(863) 496-0546","4"
"11968218","VETA'S WE CARE ASSISTED LIVING FACILITIES","Assisted Living Facility","510 SEBASTIAN CROSSING BLVD","SEBASTIAN","32958","(772) 581-8744","6"
"11968227","PLATINUM OAKS ASSISTED LIVING FACILITY LLC","Assisted Living Facility","3610 MANASSAS AVE","MELBOURNE","32934","(321) 253-2050","5"
"11968228","BEST SWEET HOME ALF INC","Assisted Living Facility","8365 SW 147TH CT","MIAMI","33193-1518","(305) 386-5838","6"
"11968235","DISCOVERY VILLAGE AT MELBOURNE","Assisted Living Facility","3260 N HARBOR CITY BLVD","MELBOURNE","32935","(321) 600-4747","203"
"11968236","CORAL REEF ALF, LLC","Assisted Living Facility","1212 CORAL REEF AVE NW","PALM BAY","32907","(321) 208-1172","5"
"11968240","BLESSING ALF LLC","Assisted Living Facility","1051 NE 154TH TER","N MIAMI BEACH","33162-5838","(305) 949-6534","6"
"11968248","THE PERFECT PLACE ALF 2 INC","Assisted Living Facility","2666 ACE RD","PORT SAINT LUCIE","34953","(772) 249-4961","5"
"11968250","CALVINELLE SOUTH ALF INC","Assisted Living Facility","1750 NW 41 ST","MIAMI","33142","(954) 551-6363","10"
"11968251","AMAZING GRACE ASSISTED LIVING HOME LLC","Assisted Living Facility","2685 CARAMBOLA RD","WEST PALM BEACH","33406","(561) 818-5790","6"
"11968252","SPRINGS AT SHELL POINT RETIREMENT COMMUNITY, THE","Assisted Living Facility","13901 SHELL POINT PLZ","FORT MYERS","33908-2898","(239) 600-6400","175"
"11968254","THE PRESERVE AT DUNEDIN","Assisted Living Facility","2010 GREENBRIAR BLVD","CLEARWATER","33763","(727) 735-6200","93"
"11968255","NORMANDY ESTATES ASSISTED LIVING","Assisted Living Facility","7100 RUE GRANVILLE","MIAMI BEACH","33141-3507","(305) 397-8548","31"
"11968257","EAGLES EYE COMFORT CARE MIRAMAR LLC","Assisted Living Facility","6308 S W 27TH STREET","MIRAMAR","33023","(954) 232-1389","10"
"11968261","COVENTRY ASSISTED LIVING","Assisted Living Facility","415 N WILDER RD","PLANT CITY","33566","(813) 704-6918","18"
"11968262","GARDEN OASIS ASSISTED LIVING FACILITY","Assisted Living Facility","515 HICKORY LAKE DR","BRANDON","33511","(813) 315-8233","6"
"11968265","SENIOR HAVEN ASSISTED LIVING INC","Assisted Living Facility","6745 SW 32ND TERR","MIAMI","33155","(786) 351-8183","6"
"11968267","FLORENTINA'S HOUSE ALF CORP","Assisted Living Facility","4203 W OHIO AVE","TAMPA","33614-7825","(813) 252-6241","6"
"11968268","ELITE GARDEN, LLC","Assisted Living Facility","4319 NEPTUNE RD","SAINT CLOUD","34769","(407) 498-0998","16"
"11968269","SARAH HOUSE III, THE","Assisted Living Facility","1001 OLD TOMOKA RD","ORMOND BEACH","32174","(386) 453-1519","24"
"11968270","SERENITY HOME OF TAMPA ALF LLC","Assisted Living Facility","6013 CRESTHILL DR","TAMPA","33615","(813) 302-9984","6"
"11968272","ANAIS ALF LLC","Assisted Living Facility","550 SW 121ST AVE","MIAMI","33174","(305) 554-6967","6"
"11968273","VILLA LINDA INC","Assisted Living Facility","670 W 72ND PLACE","HIALEAH","33014","(305) 556-7502","6"
"11968275","OSMANI M ALF LLC","Assisted Living Facility","26423 SW 122ND PL","HOMESTEAD","33032-7904","(786) 601-2558","6"
"11968276","BEEVA PLACE ASSISTED LIVING FACILITY","Assisted Living Facility","137 SANTIAGO ST","ROYAL PALM BEACH","33411","(561) 791-6287","6"
"11968281","EL EDEN CORP","Assisted Living Facility","10460 NW 129 STREET","HIALEAH GARDENS","33018","(786) 488-2651","8"
"11968282","GRAND VILLA OF OCALA","Assisted Living Facility","4511 SW 48TH AVE STE 312","OCALA","34474-9626","(352) 304-6433","120"
"11968283","PATTY'S HOUSE 4 LLC","Assisted Living Facility","2805 JERRY SMITH RD","DOVER","33527-5449","(813) 751-5992","16"
"11968285","PORTER'S ADULT CARE INC","Assisted Living Facility","700 DAY AVE","JACKSONVILLE","32205","(904) 381-8962","10"
"11968286","CHRISTALLIS MANOR, LLC","Assisted Living Facility","2119 WILSON STREET","HOLLYWOOD","33020","(954) 921-0918","6"
"11968292","EL RENACER DE ANA, INC","Assisted Living Facility","5900 NW 7 STREET","MIAMI","33126","(305) 261-9090","6"
"11968294","RIGHT TIME RIGHT PLACE LIMITED LIABILITY COMPANY","Assisted Living Facility","6140 CLEVELAND RD","JACKSONVILLE","32209-1904","(904) 766-7885","14"
"11968296","TIKAS ALF INC","Assisted Living Facility","14822 GARDEN DR.","MIAMI","33168","(305) 681-8382","6"
"11968298","OAK VILLAGE","Assisted Living Facility","1801 MONASTERY RD","ORANGE CITY","32763","(386) 456-0049","12"
"11968299","VILLA ESTRELLA ALF, INC","Assisted Living Facility","15580 SW 146 AVENUE","MIAMI","33177","(786) 592-2657","6"
"11968304","NEUROINTERNATIONAL HEALTHCARE, LLC","Assisted Living Facility","7015 32ND AVENUE EAST","BRADENTON","34208","(813) 720-6016","6"
"11968310","INSPIRED LIVING AT IVY RIDGE","Assisted Living Facility","7179 40TH AVE N","SAINT PETERSBURG","33709","(727) 490-3233","68"
"11968311","WINDSOR REFLECTIONS AT LAKEWOOD RANCH","Assisted Living Facility","8230 NATURES WAY","BRADENTON","34202","(941) 957-1400","62"
"11968314","NOBLE GARDENS SENIOR LIVING","Assisted Living Facility","7024 WILEY RD","JACKSONVILLE","32210","(904) 760-0110","31"
"11968320","OUR FAMILY ASSISTED LIVING FACILITY II INC","Assisted Living Facility","1813 SW 150TH PL","MIAMI","33185-5690","(786) 597-4695","6"
"11968323","ESTATE AT HYDE PARK, (THE)","Assisted Living Facility","2301 W PALM DR","TAMPA","33629","(813) 251-6333","95"
"11968328","VELROSE ASSISTED LIVING FACILITY II","Assisted Living Facility","4665 HIDDEN LAKES PLACE","MELBOURNE","32934","(321) 693-9355","5"
"11968333","ADDINGTON PLACE JUPITER","Assisted Living Facility","1031 COMMUNITY DR","JUPITER","33458","(561) 253-8161","80"
"11968334","SUMTER PLACE IN THE VILLAGES","Assisted Living Facility","1550 KILLINGSWORTH WAY","THE VILLAGES","32162","(352) 674-3500","168"
"11968343","M J PAVILLION INC","Assisted Living Facility","728 SOUTH ENDEAVOUR DR","WINTER SPRINGS","32708","(407) 699-4255","6"
"11968346","ORULMILA CARE ALF CORP","Assisted Living Facility","15700 SW 296TH ST","HOMESTEAD","33033-2422","(305) 242-5234","6"
"11968349","ALTO TAVARES","Assisted Living Facility","1761 NIGHTINGALE LN","TAVARES","32778","(352) 253-5100","165"
"11968352","SAVORAH ALF INC","Assisted Living Facility","2314 SW RANCH AVE","PORT SAINT LUCIE","34953","(772) 475-6004","5"
"11968354","SUPERIOR ALF INC","Assisted Living Facility","14610 SW 296 ST","HOMESTEAD","33033","(786) 243-2480","6"
"11968360","MIS DIAS DORADOS ALF, INC","Assisted Living Facility","18900 SW 197TH AVE","MIAMI","33187-1874","(786) 495-9754","6"
"11968362","GARDENS OF TIME LLC","Assisted Living Facility","4603 N SAINT VINCENT ST","TAMPA","33614","(813) 505-5564","8"
"11968365","MAYI'S ALF INC","Assisted Living Facility","14053 BRIARDALE LN","TAMPA","33618","(813) 562-0827","6"
"11968366","DEJAY'S ADULT CARE, LLC","Assisted Living Facility","700 NW 65TH AVE","PLANTATION","33317-1706","(954) 792-4874","6"
"11968367","WELLNESS LIVING, INC.","Assisted Living Facility","15560 NE 5TH CT","MIAMI","33162","(786) 287-1041","5"
"11968369","SILVER TREASURES AT ST. JOHNS","Assisted Living Facility","100 HILLCREST HEIGHTS AVE","ST. JOHNS","32259","(904) 201-6999","82"
"11968370","COUNTRY COMFORT CARE, INC","Assisted Living Facility","503 COURTLEA COVE AVE","WINTER GARDEN","34787-8054","(407) 469-2151","6"
"11968372","BEST CARE SENIOR LIVING AT LECANTO, LLC","Assisted Living Facility","4865 W GULF TO LAKE HIGHWAY","LECANTO","34461","(813) 733-0909","69"
"11968373","CARMEN'S GOODCARE ALF CORP","Assisted Living Facility","908 W YUKON ST","TAMPA","33604","(813) 455-6536","6"
"11968376","CARMITA'S ASSISTING LIVING FACILITY III, LLC","Assisted Living Facility","939 PARK MANOR DR","ORLANDO","32825","(407) 432-6785","6"
"11968378","HOLY FAMILY GROUP HOME ALF INC","Assisted Living Facility","920 SW 93 AVENUE","MIAMI","33174","(305) 551-8244","6"
"11968379","BRISIANA MANOR ALF","Assisted Living Facility","16 ST LUCIE AVE","SARASOTA","34232","(941) 371-4091","12"
"11968381","ORANGE BLOSSOMS VILLA III, LLC","Assisted Living Facility","11030 56TH PL N","WEST PALM BEACH","33411","(561) 762-1492","6"
"11968382","MY LIVING CARE INC","Assisted Living Facility","1305 SE 7TH ST","HOMESTEAD","33033","(305) 246-9556","6"
"11968383","VEDA ASSISTED LIVING FACILITY","Assisted Living Facility","1538 SE FACULTY CT","PORT ST LUCIE","34952-7603","(772) 807-1513","4"
"11968384","TENDER AT HEART ASSISTED LIVING FACILITY","Assisted Living Facility","1773 HAYS ST","PALM BAY","32907","(321) 327-2936","5"
"11968388","ANGELS SENIOR LIVING AT CONNERTON COURT, LLC","Assisted Living Facility","21021 BETEL PALM LN","LAND O LAKES","34638-2571","(813) 996-9919","100"
"11968390","MERLOX HAVEN LLC","Assisted Living Facility","3151 GRANADA BLVD","KISSIMMEE","34746","(407) 201-4012","13"
"11968391","GWK HOME OF COMFORT LLC","Assisted Living Facility","7944 CECIL STREET","JACKSONVILLE","32221","(904) 695-2673","6"
"11968393","GOLDEN AGE ASSISTED LIVING FACILITY, CORP","Assisted Living Facility","5970 NW 3RD STREET","MIAMI","33126","(305) 200-3156","6"
"11968394","PARADISE LOVE ALF INC","Assisted Living Facility","101 NE 9TH CT","CAPE CORAL","33909-2674","(201) 242-7417","6"
"11968395","AVON MANOR","Assisted Living Facility","4531 SW 34TH DR","FORT LAUDERDALE","33312-5515","(954) 966-3026","6"
"11968397","B & V LA BELLE VIE ASSISTED LIVING","Assisted Living Facility","193 ELDRON BLVD NE","PALM BAY","32907","(321) 373-7262","6"
"11968398","SANTA LUCIA ALF INC","Assisted Living Facility","2706 WESTHIGH AVE","TAMPA","33614","(813) 335-7609","6"
"11968400","SAN JUDAS HOME CARE III, CORP","Assisted Living Facility","251 NW 108TH ST","MIAMI","33168","(786) 222-5469","6"
"11968401","S & B KINGDOM CARE, LLC","Assisted Living Facility","53 RIVIERE LN","PALM COAST","32164","(386) 313-5988","6"
"11968408","BRIDGEPORT SENIOR LIVING LLC","Assisted Living Facility","8341 LAKE CROWELL CIR","ORLANDO","32836","(407) 810-1344","6"
"11968412","YENI ALF HOME CARE CO","Assisted Living Facility","1961 SW 44TH AVE","FORT LAUDERDALE","33317-5718","(786) 718-3781","6"
"11968416","JOYFUL LIFE ASSISTED LIVING, INC","Assisted Living Facility","3302 SW 1ST AVE","CAPE CORAL","33914-5061","(239) 537-7716","6"
"11968418","CAMERON ALF III CORP","Assisted Living Facility","3202 W MINNEHAHA ST","TAMPA","33614","(813) 405-8064","8"
"11968421","ST CLOUD HAVEN ALF 1","Assisted Living Facility","907 N TAYLOR RD","BRANDON","33510","(813) 816-1231","6"
"11968425","LAS MERCEDES FAMILY HOME INC","Assisted Living Facility","8426 N MANHATTAN AVE","TAMPA","33614-1406","(813) 249-4536","6"
"11968426","LA COLONIA II ALF INC","Assisted Living Facility","637 SE 12TH CT","CAPE CORAL","33990-2922","(239) 574-1502","10"
"11968427","A LA MY LOVE ALF INC","Assisted Living Facility","6821 DOVER CT","TAMPA","33634-4708","(813) 505-5564","6"
"11968430","VICTORIA NURSING LOVE ALF CORP","Assisted Living Facility","6890 SW 39TH TERR","MIAMI","33155","(786) 332-3277","6"
"11968434","EMMA'S CREEK ALF","Assisted Living Facility","11207 COCOA BEACH DR","RIVERVIEW","33569","(813) 847-5766","6"
"11968435","SOMERSET COMMUNITY ASSISTED LIVING AND MEMORY CARE LLC","Assisted Living Facility","34731 CHANCEY RD","ZEPHYRHILLS","33541","(813) 600-3778","6"
"11968438","THE VIEW AT CASSELBERRY","Assisted Living Facility","369 FAIRGREEN PL","CASSELBERRY","32707","(407) 388-1276","5"
"11968443","LIVING SOUTHERN STYLE OF BREVARD LLC","Assisted Living Facility","5344 BUCKBOARD DR","ROCKLEDGE","32955-4933","(321) 243-0995","6"
"11968447","RESIDENCIA CASABELLA ALF CORP","Assisted Living Facility","8324 NW 195TH TERR","HIALEAH","33015","(305) 829-1504","6"
"11968448","SERENADES BY SONATA - WEST ORANGE","Assisted Living Facility","720 ROPER RD","WINTER GARDEN","34787-5017","(407) 614-8680","57"
"11968449","INSPIRED LIVING AT HIDDEN LAKES","Assisted Living Facility","1200 54TH AVENUE W","BRADENTON","34207-3325","(941) 254-7990","68"
"11968457","OASIS FAMILY RESORT, LLC","Assisted Living Facility","5245 NW 73RD TER","LAUDERHILL","33319-6316","(954) 643-6963","6"
"11968460","ROSA'S CARING HEART, LLC","Assisted Living Facility","587 SW BUNKER ST","MADISON","32340","(850) 973-1308","7"
"11968461","SILVER TIMES ASSISTED LIVING FACILITY INC","Assisted Living Facility","18830 NW 80TH AVE","MIAMI","33015","(305) 878-5970","6"
"11968462","ELEVATED ESTATES SPRING HILL LLC","Assisted Living Facility","8239 CESSNA DR","SPRING HILL","34606","(352) 484-0304","66"
"11968466","AZALEA AT DELRAY BEACH","Assisted Living Facility","5859 HERITAGE PARK WAY","DELRAY BEACH","33484-8557","(561) 499-7744","167"
"11968467","AMIGOS HOME ALF CORP","Assisted Living Facility","8360 SW 43RD TER","MIAMI","33155-4219","(305) 283-2471","6"
